DIMENSION 2

POINTS 522
117  0.486213 -0.6319 
118  0.4908 -0.62846 
119  0.4954 -0.624433 
120  0.498853 -0.61926 
121  0.503453 -0.615807 
122  0.5092 -0.61294 
123  0.505747 -0.618113 
124  0.50172 -0.623287 
125  0.49828 -0.627887 
126  0.4954 -0.633633 
127  0.5 -0.62846 
128  0.504027 -0.623287 
129  0.509773 -0.621553 
130  0.51896 -0.62098 
131  0.52988 -0.622127 
132  0.538507 -0.623287 
133  0.54368 -0.626153 
134  0.549427 -0.629033 
135  0.555747 -0.631327 
136  0.562067 -0.633633 
137  0.56724 -0.6365 
138  0.567813 -0.642247 
139  0.57012 -0.647993 
140  0.572987 -0.65374 
141  0.575867 -0.66006 
142  0.57816 -0.66638 
143  0.582187 -0.67098 
144  0.586213 -0.67558 
145  0.587933 -0.681327 
146  0.605747 -0.682473 
147  0.618387 -0.6819 
148  0.62472 -0.680753 
149  0.630453 -0.6819 
150  0.633907 -0.6865 
151  0.638507 -0.689953 
152  0.647133 -0.691673 
153  0.64828 -0.685927 
154  0.6546 -0.685353 
155  0.6592 -0.689953 
156  0.66264 -0.69454 
157  0.668387 -0.691673 
158  0.67184 -0.6865 
159  0.675293 -0.6819 
160  0.678733 -0.6773 
161  0.685627 -0.673287 
162  0.691373 -0.669833 
163  0.695973 -0.66638 
164  0.70172 -0.66294 
165  0.70632 -0.659487 
166  0.711493 -0.656047 
167  0.71724 -0.65834 
168  0.724133 -0.65662 
169  0.732187 -0.654887 
170  0.737933 -0.65374 
171  0.74368 -0.652593 
172  0.75 -0.653167 
173  0.75804 -0.65374 
174  0.78448 -0.653167 
175  0.789653 -0.6503 
176  0.794827 -0.64742 
177  0.800573 -0.64454 
178  0.805747 -0.641673 
179  0.813213 -0.63938 
180  0.81896 -0.63938 
181  0.824707 -0.639953 
182  0.832187 -0.63822 
183  0.838507 -0.637647 
184  0.833907 -0.642247 
185  0.83104 -0.64742 
186  0.83104 -0.653167 
187  0.83104 -0.658913 
188  0.831613 -0.66466 
189  0.83104 -0.670407 
190  0.82988 -0.676727 
191  0.844253 -0.68018 
192  0.850573 -0.682473 
193  0.858627 -0.682473 
194  0.864373 -0.680753 
195  0.87012 -0.679033 
196  0.87644 -0.680753 
197  0.878733 -0.6865 
198  0.886787 -0.6865 
199  0.890227 -0.6819 
200  0.885053 -0.67846 
201  0.881613 -0.673287 
202  0.87816 -0.668687 
203  0.87988 -0.66294 
204  0.883333 -0.65834 
205  0.886787 -0.65374 
206  0.8908 -0.64914 
207  0.891373 -0.643393 
208  0.888507 -0.637073 
209  0.8862 -0.64282 
210  0.881613 -0.63938 
211  0.881613 -0.633047 
212  0.881613 -0.6273 
213  0.88736 -0.62558 
214  0.893107 -0.62558 
215  0.898853 -0.622127 
216  0.9 -0.61638 
217  0.8954 -0.61294 
218  0.888507 -0.608913 
219  0.88276 -0.60834 
220  0.877013 -0.607767 
221  0.87184 -0.611207 
222  0.866667 -0.60834 
223  0.862067 -0.604313 
224  0.855173 -0.604313 
225  0.855747 -0.597993 
226  0.85804 -0.591673 
227  0.859773 -0.585927 
228  0.860347 -0.58018 
229  0.86092 -0.574433 
230  0.864373 -0.569833 
231  0.86724 -0.56466 
232  0.870693 -0.558913 
233  0.870693 -0.553167 
234  0.86724 -0.547993 
235  0.86092 -0.545127 
236  0.859773 -0.53938 
237  0.855173 -0.53478 
238  0.85 -0.5319 
239  0.844827 -0.529033 
240  0.839653 -0.526153 
241  0.833907 -0.522713 
242  0.82988 -0.516967 
243  0.82644 -0.512367 
244  0.82816 -0.506047 
245  0.83104 -0.499713 
246  0.833907 -0.493967 
247  0.836787 -0.487647 
248  0.83908 -0.481327 
249  0.835053 -0.476727 
250  0.837933 -0.470407 
251  0.8408 -0.465233 
252  0.842533 -0.458913 
253  0.82184 -0.458913 
254  0.80632 -0.459487 
255  0.795973 -0.46006 
256  0.790227 -0.461793 
257  0.780467 -0.46294 
258  0.762067 -0.463513 
259  0.750573 -0.46294 
260  0.7454 -0.46006 
261  0.740227 -0.45662 
262  0.735053 -0.453167 
263  0.73104 -0.447993 
264  0.727587 -0.443393 
265  0.72356 -0.43822 
266  0.720693 -0.4319 
267  0.718387 -0.42558 
268  0.716093 -0.41926 
269  0.713787 -0.413513 
270  0.711493 -0.407767 
271  0.7092 -0.401447 
272  0.70632 -0.3957 
273  0.7046 -0.389953 
274  0.70172 -0.383633 
275  0.699427 -0.377887 
276  0.697133 -0.372127 
277  0.694827 -0.365807 
278  0.69196 -0.359487 
279  0.68908 -0.353167 
280  0.6862 -0.347993 
281  0.683333 -0.34282 
282  0.67644 -0.340427 
283  0.671267 -0.343393 
284  0.658627 -0.343967 
285  0.6592 -0.337647 
286  0.654027 -0.333047 
287  0.64828 -0.335353 
288  0.64368 -0.33938 
289  0.633907 -0.342247 
290  0.62816 -0.33938 
291  0.62644 -0.333047 
292  0.621267 -0.3365 
293  0.612067 -0.339953 
294  0.605173 -0.340527 
295  0.597707 -0.339953 
296  0.592533 -0.3365 
297  0.58736 -0.333633 
298  0.581613 -0.33018 
299  0.574707 -0.3273 
300  0.56896 -0.325007 
301  0.563213 -0.322713 
302  0.557467 -0.320407 
303  0.551147 -0.318113 
304  0.5454 -0.315807 
305  0.539653 -0.31466 
306  0.53276 -0.313513 
307  0.527587 -0.309487 
308  0.522413 -0.30546 
309  0.516093 -0.307767 
310  0.510347 -0.309487 
311  0.5046 -0.31006 
312  0.498853 -0.307193 
313  0.498853 -0.313513 
314  0.498853 -0.319833 
315  0.5 -0.326153 
316  0.502293 -0.3319 
317  0.50804 -0.334207 
318  0.5138 -0.337073 
319  0.5138 -0.34282 
320  0.5138 -0.348567 
321  0.513213 -0.354313 
322  0.509773 -0.358913 
323  0.505747 -0.36466 
324  0.502293 -0.36926 
325  0.498853 -0.37386 
326  0.493107 -0.373287 
327  0.488507 -0.3773 
328  0.48276 -0.38018 
329  0.47816 -0.384207 
330  0.475293 -0.38938 
331  0.469533 -0.3911 
332  0.46552 -0.385927 
333  0.468387 -0.379607 
334  0.472413 -0.375007 
335  0.477013 -0.370407 
336  0.48104 -0.365807 
337  0.485627 -0.36122 
338  0.489653 -0.35662 
339  0.492533 -0.3503 
340  0.494827 -0.343967 
341  0.49368 -0.337647 
342  0.488507 -0.333047 
343  0.480467 -0.331327 
344  0.475293 -0.335353 
345  0.472413 -0.341673 
346  0.470693 -0.347993 
347  0.470693 -0.35374 
348  0.46896 -0.359487 
349  0.4638 -0.362367 
350  0.46092 -0.36754 
351  0.4592 -0.37386 
352  0.457467 -0.379607 
353  0.455747 -0.385927 
354  0.454027 -0.391673 
355  0.452293 -0.39742 
356  0.45 -0.40374 
357  0.444253 -0.405473 
358  0.43736 -0.407193 
359  0.433907 -0.40202 
360  0.440227 -0.39742 
361  0.441373 -0.391673 
362  0.44196 -0.385927 
363  0.445973 -0.381327 
364  0.45 -0.376727 
365  0.450573 -0.37098 
366  0.44368 -0.370407 
367  0.437933 -0.372713 
368  0.431613 -0.375007 
369  0.425867 -0.376727 
370  0.417813 -0.379033 
371  0.412067 -0.380753 
372  0.406893 -0.385353 
373  0.40288 -0.389953 
374  0.402293 -0.396273 
375  0.40288 -0.40202 
376  0.403453 -0.40834 
377  0.401147 -0.41466 
378  0.39828 -0.42098 
379  0.395973 -0.4273 
380  0.39368 -0.433047 
381  0.389653 -0.437647 
382  0.385053 -0.4411 
383  0.380467 -0.444553 
384  0.375293 -0.44742 
385  0.37012 -0.451447 
386  0.36552 -0.454887 
387  0.360347 -0.457767 
388  0.355747 -0.46122 
389  0.351147 -0.46466 
390  0.345973 -0.468113 
391  0.3408 -0.47098 
392  0.33448 -0.47386 
393  0.32816 -0.476727 
394  0.322987 -0.479607 
395  0.316093 -0.482473 
396  0.310347 -0.484207 
397  0.3046 -0.485927 
398  0.298853 -0.487647 
399  0.292533 -0.48938 
400  0.286787 -0.4911 
401  0.28104 -0.493967 
402  0.274707 -0.496847 
403  0.268387 -0.499713 
404  0.26264 -0.502593 
405  0.25632 -0.50546 
406  0.25 -0.50834 
407  0.244827 -0.511207 
408  0.23908 -0.51466 
409  0.23448 -0.51926 
410  0.229307 -0.523287 
411  0.224707 -0.5273 
412  0.219533 -0.5319 
413  0.214947 -0.535927 
414  0.210347 -0.539953 
415  0.205173 -0.543967 
416  0.2 -0.548567 
417  0.1954 -0.553167 
418  0.1908 -0.55662 
419  0.185627 -0.561207 
420  0.181613 -0.565807 
421  0.177013 -0.570407 
422  0.172413 -0.574433 
423  0.16724 -0.579033 
424  0.162067 -0.583633 
425  0.156893 -0.58822 
426  0.15172 -0.592247 
427  0.146547 -0.596847 
428  0.14196 -0.6003 
429  0.136787 -0.604887 
430  0.132187 -0.60834 
431  0.125867 -0.611207 
432  0.120693 -0.614087 
433  0.114373 -0.616967 
434  0.1092 -0.619833 
435  0.105173 -0.624433 
436  0.237933 -0.641673 
437  0.23448 -0.637073 
438  0.238507 -0.6319 
439  0.24368 -0.629033 
440  0.24828 -0.62558 
441  0.25288 -0.621553 
442  0.25804 -0.625007 
443  0.25288 -0.627887 
444  0.246547 -0.629607 
445  0.246547 -0.635353 
446  0.2408 -0.6365 
447  0.251147 -0.616967 
448  0.2546 -0.611793 
449  0.262067 -0.608913 
450  0.26092 -0.61466 
451  0.255173 -0.61638 
452  0.27356 -0.602593 
453  0.271267 -0.596847 
454  0.277013 -0.5911 
455  0.275867 -0.59742 
456  0.398853 -0.476153 
457  0.4 -0.470407 
458  0.405173 -0.465807 
459  0.410347 -0.46294 
460  0.416093 -0.459487 
461  0.421267 -0.45662 
462  0.42644 -0.45374 
463  0.43276 -0.450873 
464  0.439653 -0.447993 
465  0.446547 -0.446273 
466  0.45172 -0.44282 
467  0.456893 -0.43938 
468  0.46264 -0.435927 
469  0.469533 -0.433047 
470  0.475867 -0.43018 
471  0.481613 -0.431327 
472  0.477013 -0.435927 
473  0.47184 -0.438807 
474  0.466667 -0.441673 
475  0.467813 -0.44742 
476  0.462067 -0.450873 
477  0.457467 -0.454313 
478  0.452867 -0.457767 
479  0.44196 -0.459487 
480  0.435627 -0.462367 
481  0.430453 -0.465233 
482  0.425293 -0.468113 
483  0.43276 -0.472127 
484  0.425867 -0.47386 
485  0.42012 -0.47558 
486  0.414373 -0.477873 
487  0.408053 -0.480753 
488  0.402293 -0.47846 
489  0.51552 -0.345127 
490  0.51552 -0.338807 
491  0.516667 -0.333047 
492  0.52184 -0.33018 
493  0.531613 -0.329033 
494  0.53908 -0.330753 
495  0.54712 -0.332473 
496  0.553453 -0.330753 
497  0.557467 -0.335927 
498  0.562067 -0.340527 
499  0.5546 -0.341673 
500  0.54712 -0.340527 
501  0.540227 -0.340527 
502  0.53276 -0.33938 
503  0.52644 -0.3411 
504  0.522987 -0.346847 
505  0.522987 -0.352593 
506  0.51724 -0.349713 
507  0.74196 -0.49914 
508  0.735053 -0.49742 
509  0.731613 -0.49282 
510  0.7362 -0.48938 
511  0.74196 -0.485927 
512  0.747707 -0.48478 
513  0.7546 -0.484207 
514  0.759773 -0.487647 
515  0.766667 -0.488807 
516  0.764373 -0.49454
517  0.758627 -0.496847
518  0.748853 -0.49914
519  0.0 -0.8
520  1.0 -0.8
521  1.0 -0.2
522  0.0 -0.2

LINES 522
l1 2 0  1 2
l2 2 0  2 3
l3 2 0  3 4
l4 2 0  4 5
l5 2 0  5 6
l6 2 0  6 7
l7 2 0  7 8
l8 2 0  8 9
l9 2 0  9 10
l10 2 0  10 11
l11 2 0  11 12
l12 2 0  12 13
l13 2 0  13 14
l14 2 0  14 15
l15 2 0  15 16
l16 2 0  16 17
l17 2 0  17 18
l18 2 0  18 19
l19 2 0  19 20
l20 2 0  20 21
l21 2 0  21 22
l22 2 0  22 23
l23 2 0  23 24
l24 2 0  24 25
l25 2 0  25 26
l26 2 0  26 27
l27 2 0  27 28
l28 2 0  28 29
l29 2 0  29 30
l30 2 0  30 31
l31 2 0  31 32
l32 2 0  32 33
l33 2 0  33 34
l34 2 0  34 35
l35 2 0  35 36
l36 2 0  36 37
l37 2 0  37 38
l38 2 0  38 39
l39 2 0  39 40
l40 2 0  40 41
l41 2 0  41 42
l42 2 0  42 43
l43 2 0  43 44
l44 2 0  44 45
l45 2 0  45 46
l46 2 0  46 47
l47 2 0  47 48
l48 2 0  48 49
l49 2 0  49 50
l50 2 0  50 51
l51 2 0  51 52
l52 2 0  52 53
l53 2 0  53 54
l54 2 0  54 55
l55 2 0  55 56
l56 2 0  56 57
l57 2 0  57 58
l58 2 0  58 59
l59 2 0  59 60
l60 2 0  60 61
l61 2 0  61 62
l62 2 0  62 63
l63 2 0  63 64
l64 2 0  64 65
l65 2 0  65 66
l66 2 0  66 67
l67 2 0  67 68
l68 2 0  68 69
l69 2 0  69 70
l70 2 0  70 71
l71 2 0  71 72
l72 2 0  72 73
l73 2 0  73 74
l74 2 0  74 75
l75 2 0  75 76
l76 2 0  76 77
l77 2 0  77 78
l78 2 0  78 79
l79 2 0  79 80
l80 2 0  80 81
l81 2 0  81 82
l82 2 0  82 83
l83 2 0  83 84
l84 2 0  84 85
l85 2 0  85 86
l86 2 0  86 87
l87 2 0  87 88
l88 2 0  88 89
l89 2 0  89 90
l90 2 0  90 91
l91 2 0  91 92
l92 2 0  92 93
l93 2 0  93 94
l94 2 0  94 95
l95 2 0  95 96
l96 2 0  96 97
l97 2 0  97 98
l98 2 0  98 99
l99 2 0  99 100
l100 2 0  100 101
l101 2 0  101 102
l102 2 0  102 103
l103 2 0  103 104
l104 2 0  104 105
l105 2 0  105 106
l106 2 0  106 107
l107 2 0  107 108
l108 2 0  108 109
l109 2 0  109 110
l110 2 0  110 111
l111 2 0  111 112
l112 2 0  112 113
l113 2 0  113 114
l114 2 0  114 115
l115 2 0  115 116
l116 2 0  116 117
l117 2 0  117 118
l118 2 0  118 119
l119 2 0  119 120
l120 2 0  120 121
l121 2 0  121 122
l122 2 0  122 123
l123 2 0  123 124
l124 2 0  124 125
l125 2 0  125 126
l126 2 0  126 127
l127 2 0  127 128
l128 2 0  128 129
l129 2 0  129 130
l130 2 0  130 131
l131 2 0  131 132
l132 2 0  132 133
l133 2 0  133 134
l134 2 0  134 135
l135 2 0  135 136
l136 2 0  136 137
l137 2 0  137 138
l138 2 0  138 139
l139 2 0  139 140
l140 2 0  140 141
l141 2 0  141 142
l142 2 0  142 143
l143 2 0  143 144
l144 2 0  144 145
l145 2 0  145 146
l146 2 0  146 147
l147 2 0  147 148
l148 2 0  148 149
l149 2 0  149 150
l150 2 0  150 151
l151 2 0  151 152
l152 2 0  152 153
l153 2 0  153 154
l154 2 0  154 155
l155 2 0  155 156
l156 2 0  156 157
l157 2 0  157 158
l158 2 0  158 159
l159 2 0  159 160
l160 2 0  160 161
l161 2 0  161 162
l162 2 0  162 163
l163 2 0  163 164
l164 2 0  164 165
l165 2 0  165 166
l166 2 0  166 167
l167 2 0  167 168
l168 2 0  168 169
l169 2 0  169 170
l170 2 0  170 171
l171 2 0  171 172
l172 2 0  172 173
l173 2 0  173 174
l174 2 0  174 175
l175 2 0  175 176
l176 2 0  176 177
l177 2 0  177 178
l178 2 0  178 179
l179 2 0  179 180
l180 2 0  180 181
l181 2 0  181 182
l182 2 0  182 183
l183 2 0  183 184
l184 2 0  184 185
l185 2 0  185 186
l186 2 0  186 187
l187 2 0  187 188
l188 2 0  188 189
l189 2 0  189 190
l190 2 0  190 191
l191 2 0  191 192
l192 2 0  192 193
l193 2 0  193 194
l194 2 0  194 195
l195 2 0  195 196
l196 2 0  196 197
l197 2 0  197 198
l198 2 0  198 199
l199 2 0  199 200
l200 2 0  200 201
l201 2 0  201 202
l202 2 0  202 203
l203 2 0  203 204
l204 2 0  204 205
l205 2 0  205 206
l206 2 0  206 207
l207 2 0  207 208
l208 2 0  208 209
l209 2 0  209 210
l210 2 0  210 211
l211 2 0  211 212
l212 2 0  212 213
l213 2 0  213 214
l214 2 0  214 215
l215 2 0  215 216
l216 2 0  216 217
l217 2 0  217 218
l218 2 0  218 219
l219 2 0  219 220
l220 2 0  220 221
l221 2 0  221 222
l222 2 0  222 223
l223 2 0  223 224
l224 2 0  224 225
l225 2 0  225 226
l226 2 0  226 227
l227 2 0  227 228
l228 2 0  228 229
l229 2 0  229 230
l230 2 0  230 231
l231 2 0  231 232
l232 2 0  232 233
l233 2 0  233 234
l234 2 0  234 235
l235 2 0  235 236
l236 2 0  236 237
l237 2 0  237 238
l238 2 0  238 239
l239 2 0  239 240
l240 2 0  240 241
l241 2 0  241 242
l242 2 0  242 243
l243 2 0  243 244
l244 2 0  244 245
l245 2 0  245 246
l246 2 0  246 247
l247 2 0  247 248
l248 2 0  248 249
l249 2 0  249 250
l250 2 0  250 251
l251 2 0  251 252
l252 2 0  252 253
l253 2 0  253 254
l254 2 0  254 255
l255 2 0  255 256
l256 2 0  256 257
l257 2 0  257 258
l258 2 0  258 259
l259 2 0  259 260
l260 2 0  260 261
l261 2 0  261 262
l262 2 0  262 263
l263 2 0  263 264
l264 2 0  264 265
l265 2 0  265 266
l266 2 0  266 267
l267 2 0  267 268
l268 2 0  268 269
l269 2 0  269 270
l270 2 0  270 271
l271 2 0  271 272
l272 2 0  272 273
l273 2 0  273 274
l274 2 0  274 275
l275 2 0  275 276
l276 2 0  276 277
l277 2 0  277 278
l278 2 0  278 279
l279 2 0  279 280
l280 2 0  280 281
l281 2 0  281 282
l282 2 0  282 283
l283 2 0  283 284
l284 2 0  284 285
l285 2 0  285 286
l286 2 0  286 287
l287 2 0  287 288
l288 2 0  288 289
l289 2 0  289 290
l290 2 0  290 291
l291 2 0  291 292
l292 2 0  292 293
l293 2 0  293 294
l294 2 0  294 295
l295 2 0  295 296
l296 2 0  296 297
l297 2 0  297 298
l298 2 0  298 299
l299 2 0  299 300
l300 2 0  300 301
l301 2 0  301 302
l302 2 0  302 303
l303 2 0  303 304
l304 2 0  304 305
l305 2 0  305 306
l306 2 0  306 307
l307 2 0  307 308
l308 2 0  308 309
l309 2 0  309 310
l310 2 0  310 311
l311 2 0  311 312
l312 2 0  312 313
l313 2 0  313 314
l314 2 0  314 315
l315 2 0  315 316
l316 2 0  316 317
l317 2 0  317 318
l318 2 0  318 319
l319 2 0  319 320
l320 2 0  320 321
l321 2 0  321 322
l322 2 0  322 323
l323 2 0  323 324
l324 2 0  324 325
l325 2 0  325 326
l326 2 0  326 327
l327 2 0  327 328
l328 2 0  328 329
l329 2 0  329 330
l330 2 0  330 331
l331 2 0  331 332
l332 2 0  332 333
l333 2 0  333 334
l334 2 0  334 335
l335 2 0  335 336
l336 2 0  336 337
l337 2 0  337 338
l338 2 0  338 339
l339 2 0  339 340
l340 2 0  340 341
l341 2 0  341 342
l342 2 0  342 343
l343 2 0  343 344
l344 2 0  344 345
l345 2 0  345 346
l346 2 0  346 347
l347 2 0  347 348
l348 2 0  348 349
l349 2 0  349 350
l350 2 0  350 351
l351 2 0  351 352
l352 2 0  352 353
l353 2 0  353 354
l354 2 0  354 355
l355 2 0  355 356
l356 2 0  356 357
l357 2 0  357 358
l358 2 0  358 359
l359 2 0  359 360
l360 2 0  360 361
l361 2 0  361 362
l362 2 0  362 363
l363 2 0  363 364
l364 2 0  364 365
l365 2 0  365 366
l366 2 0  366 367
l367 2 0  367 368
l368 2 0  368 369
l369 2 0  369 370
l370 2 0  370 371
l371 2 0  371 372
l372 2 0  372 373
l373 2 0  373 374
l374 2 0  374 375
l375 2 0  375 376
l376 2 0  376 377
l377 2 0  377 378
l378 2 0  378 379
l379 2 0  379 380
l380 2 0  380 381
l381 2 0  381 382
l382 2 0  382 383
l383 2 0  383 384
l384 2 0  384 385
l385 2 0  385 386
l386 2 0  386 387
l387 2 0  387 388
l388 2 0  388 389
l389 2 0  389 390
l390 2 0  390 391
l391 2 0  391 392
l392 2 0  392 393
l393 2 0  393 394
l394 2 0  394 395
l395 2 0  395 396
l396 2 0  396 397
l397 2 0  397 398
l398 2 0  398 399
l399 2 0  399 400
l400 2 0  400 401
l401 2 0  401 402
l402 2 0  402 403
l403 2 0  403 404
l404 2 0  404 405
l405 2 0  405 406
l406 2 0  406 407
l407 2 0  407 408
l408 2 0  408 409
l409 2 0  409 410
l410 2 0  410 411
l411 2 0  411 412
l412 2 0  412 413
l413 2 0  413 414
l414 2 0  414 415
l415 2 0  415 416
l416 2 0  416 417
l417 2 0  417 418
l418 2 0  418 419
l419 2 0  419 420
l420 2 0  420 421
l421 2 0  421 422
l422 2 0  422 423
l423 2 0  423 424
l424 2 0  424 425
l425 2 0  425 426
l426 2 0  426 427
l427 2 0  427 428
l428 2 0  428 429
l429 2 0  429 430
l430 2 0  430 431
l431 2 0  431 432
l432 2 0  433 434
l433 2 0  434 435
l434 2 0  436 437
l435 2 0  437 438
l436 2 0  438 439
l437 2 0  439 440
l438 2 0  440 441
l439 2 0  441 442
l440 2 0  442 443
l441 2 0  443 444
l442 2 0  445 446
l443 2 0  447 448
l444 2 0  448 449
l445 2 0  450 451
l446 2 0  452 453
l447 2 0  454 455
l448 2 0  456 457
l449 2 0  457 458
l450 2 0  458 459
l451 2 0  459 460
l452 2 0  460 461
l453 2 0  461 462
l454 2 0  462 463
l455 2 0  463 464
l456 2 0  464 465
l457 2 0  465 466
l458 2 0  466 467
l459 2 0  467 468
l460 2 0  468 469
l461 2 0  469 470
l462 2 0  470 471
l463 2 0  471 472
l464 2 0  472 473
l465 2 0  473 474
l466 2 0  474 475
l467 2 0  475 476
l468 2 0  476 477
l469 2 0  477 478
l470 2 0  478 479
l471 2 0  479 480
l472 2 0  480 481
l473 2 0  481 482
l474 2 0  482 483
l475 2 0  483 484
l476 2 0  484 485
l477 2 0  485 486
l478 2 0  487 488
l479 2 0  489 490
l480 2 0  490 491
l481 2 0  491 492
l482 2 0  492 493
l483 2 0  493 494
l484 2 0  494 495
l485 2 0  495 496
l486 2 0  496 497
l487 2 0  497 498
l488 2 0  498 499
l489 2 0  499 500
l490 2 0  500 501
l491 2 0  501 502
l492 2 0  502 503
l493 2 0  503 504
l494 2 0  505 506
l495 2 0  507 508
l496 2 0  508 509
l497 2 0  509 510
l498 2 0  510 511
l499 2 0  511 512
l500 2 0  512 513
l501 2 0  513 514
l502 2 0  514 515
l503 2 0  515 516
l504 2 0  516 517
l505 2 0  517 518
l506 2 0  433 432
l507 2 0  1 435
l508 2 0  436 446
l509 2 0  445 444
l510 2 0  447 451
l511 2 0  449 450
l512 2 0  452 455
l513 2 0  454 453
l514 2 0  505 504
l515 2 0  507 518
l516 2 0  487 486
l517 2 0  456 488
l518 2 0  506 489
l519 2 0  519 520
l520 2 0  520 521
l521 2 0  521 522
l522 2 0  522 519

PLANES 1 
superior 522 0 
l1 l2 l3 l4 l5 l6 l7 l8 l9 l10 l11 l12 l13 l14 l15 l16 l17 l18 l19 l20
l21 l22 l23 l24 l25 l26 l27 l28 l29 l30 l31 l32 l33 l34 l35 l36 l37
l38 l39 l40 l41 l42 l43 l44 l45 l46 l47 l48 l49 l50 l51 l52 l53 l54
l55 l56 l57 l58 l59 l60 l61 l62 l63 l64 l65 l66 l67 l68 l69 l70 l71
l72 l73 l74 l75 l76 l77 l78 l79 l80 l81 l82 l83 l84 l85 l86 l87 l88
l89 l90 l91 l92 l93 l94 l95 l96 l97 l98 l99 l100 l101 l102 l103 l104
l105 l106 l107 l108 l109 l110 l111 l112 l113 l114 l115 l116 l117 l118
l119 l120 l121 l122 l123 l124 l125 l126 l127 l128 l129 l130 l131 l132
l133 l134 l135 l136 l137 l138 l139 l140 l141 l142 l143 l144 l145 l146
l147 l148 l149 l150 l151 l152 l153 l154 l155 l156 l157 l158 l159 l160
l161 l162 l163 l164 l165 l166 l167 l168 l169 l170 l171 l172 l173 l174
l175 l176 l177 l178 l179 l180 l181 l182 l183 l184 l185 l186 l187 l188
l189 l190 l191 l192 l193 l194 l195 l196 l197 l198 l199 l200 l201 l202
l203 l204 l205 l206 l207 l208 l209 l210 l211 l212 l213 l214 l215 l216
l217 l218 l219 l220 l221 l222 l223 l224 l225 l226 l227 l228 l229 l230
l231 l232 l233 l234 l235 l236 l237 l238 l239 l240 l241 l242 l243 l244
l245 l246 l247 l248 l249 l250 l251 l252 l253 l254 l255 l256 l257 l258
l259 l260 l261 l262 l263 l264 l265 l266 l267 l268 l269 l270 l271 l272
l273 l274 l275 l276 l277 l278 l279 l280 l281 l282 l283 l284 l285 l286
l287 l288 l289 l290 l291 l292 l293 l294 l295 l296 l297 l298 l299 l300
