    59   -2.03574727907051      0.213965660960888
    60   -1.9795523870045       0.10374394457735
    61   -3.48519559898633      4.26799267483244e-16
    62   -2.38822667704299      -0.125161656568339
    63   -3.79818380587634      -0.399205204315108
    64   -1.73965123523007      -0.275533687251803
    65   -3.26351964260896      -0.69368251417554
    66   -3.27533709094778      -0.877623928459158
    67   -3.54866496052814      -1.15303114100716
    68   -3.12878990059555      -1.20102991602067
    69   -1.78382363522358      -0.794209451932889
    70   -2.52292841091229      -1.28549623261235
    71   -3.30712040167896      -1.90936685415185
    72   -2.92426842886279      -1.89904212225125
    73   -2.17628629500446      -1.58116454643596
    74   -2.9742730765685       -2.40851884776696
    75   -1.484399232052        -1.33655907189223
    76   -2.40954998802249      -2.40954998802248
    77   -2.36627951233671      -2.62801963998507
    78   -1.86237584660073      -2.29984263736679
    79   -1.91605984057484      -2.63723012310809
    80   -1.11874080235235      -1.72270976513219
    81   -1.17473832553249      -2.03470646542065
    82   -0.947992680759589     -1.86054039440076
    83   -1.29222365913806      -2.90238185853314
    84   -1.39890325960565      -3.64426758416318
    85   -0.646029699029104     -1.98827496922816
    86   -0.890784426499403     -3.32445273828686
    87   -0.534169570077127     -2.51307024295201
    88   -0.351445133914076     -2.21893724657517
    89   -0.247439945658233     -2.35423382352544
    90   -0.135630773713095     -2.58798933228187
    91   -7.14816047812402e-16  -3.89140584145666
    92   0.163930686058972      -3.12798382800436
    93   0.278420607635789      -2.64899513261301
    94   0.353425209829266      -2.23143895388388
    95   0.454698502947514      -2.13918826770166
    96   0.730995991051891      -2.72811417873483
    97   0.815507874200166      -2.50987515886264
    98   1.02204272565117       -2.66251232824372
    99   1.09078944788999       -2.4499532125476
   100   0.89701718902819       -1.76049535880543
   101   0.941692620940285      -1.63105946458128
   102   2.15918331055171       -3.32485073037176
   103   1.03697661431892       -1.42727586389997
   104   1.40363235989001       -1.73334161004876
   105   2.0671888627749        -2.29584582151333
   106   1.64783726808274       -1.64783726808274
   107   1.30060540272327       -1.17107036464766
   108   2.61512247486516       -2.11768442499522
   109   2.29470509857747       -1.66720084334727
   110   2.21097629011953       -1.43582479118329
   111   2.46494528630503       -1.42313682458591
   112   3.43591294846637       -1.75068508949106
   113   3.24194496758521       -1.44340689576059
   114   1.98372926187301       -0.761482318880401
   115   3.43451857890841       -1.1159427333652
   116   2.98448904985866       -0.79969143072916
   117   3.50777698457926       -0.745601014947407
   118   3.51185963991749       -0.556223923566659
   119   3.18380979862605       -0.334631894115962
   120   2.12205844681554       -0.111212370706423
  box0   5                      5
  box1   -5                     5
  box2   -5                     -5
  box3   5                      -5

LINES 124
    l1 2 0   0       1
    l2 2 0   0       2
    l3 2 0   0       3
    l4 2 0   0       4
    l5 2 0   0       5
    l6 2 0   0       6
    l7 2 0   0       7
    l8 2 0   0       8
    l9 2 0   0       9
   l10 2 0   0       10
   l11 2 0   0       11
   l12 2 0   0       12
   l13 2 0   0       13
   l14 2 0   0       14
   l15 2 0   0       15
   l16 2 0   0       16
   l17 2 0   0       17
   l18 2 0   0       18
   l19 2 0   0       19
   l20 2 0   0       20
   l21 2 0   0       21
   l22 2 0   0       22
   l23 2 0   0       23
   l24 2 0   0       24
   l25 2 0   0       25
   l26 2 0   0       26
   l27 2 0   0       27
   l28 2 0   0       28
   l29 2 0   0       29
   l30 2 0   0       30
   l31 2 0   0       31
   l32 2 0   0       32
   l33 2 0   0       33
   l34 2 0   0       34
   l35 2 0   0       35
   l36 2 0   0       36
   l37 2 0   0       37
   l38 2 0   0       38
   l39 2 0   0       39
   l40 2 0   0       40
   l41 2 0   0       41
   l42 2 0   0       42
   l43 2 0   0       43
   l44 2 0   0       44
   l45 2 0   0       45
   l46 2 0   0       46
   l47 2 0   0       47
   l48 2 0   0       48
   l49 2 0   0       49
   l50 2 0   0       50
   l51 2 0   0       51
   l52 2 0   0       52
   l53 2 0   0       53
   l54 2 0   0       54
   l55 2 0   0       55
   l56 2 0   0       56
   l57 2 0   0       57
   l58 2 0   0       58
   l59 2 0   0       59
   l60 2 0   0       60
   l61 2 0   0       61
   l62 2 0   0       62
   l63 2 0   0       63
   l64 2 0   0       64
   l65 2 0   0       65
   l66 2 0   0       66
   l67 2 0   0       67
   l68 2 0   0       68
   l69 2 0   0       69
   l70 2 0   0       70
   l71 2 0   0       71
   l72 2 0   0       72
   l73 2 0   0       73
   l74 2 0   0       74
   l75 2 0   0       75
   l76 2 0   0       76
   l77 2 0   0       77
   l78 2 0   0       78
   l79 2 0   0       79
   l80 2 0   0       80
   l81 2 0   0       81
   l82 2 0   0       82
   l83 2 0   0       83
   l84 2 0   0       84
   l85 2 0   0       85
   l86 2 0   0       86
   l87 2 0   0       87
   l88 2 0   0       88
   l89 2 0   0       89
   l90 2 0   0       90
   l91 2 0   0       91
   l92 2 0   0       92
   l93 2 0   0       93
   l94 2 0   0       94
   l95 2 0   0       95
   l96 2 0   0       96
   l97 2 0   0       97
   l98 2 0   0       98
   l99 2 0   0       99
  l100 2 0   0       100
  l101 2 0   0       101
  l102 2 0   0       102
  l103 2 0   0       103
  l104 2 0   0       104
  l105 2 0   0       105
  l106 2 0   0       106
  l107 2 0   0       107
  l108 2 0   0       108
  l109 2 0   0       109
  l110 2 0   0       110
  l111 2 0   0       111
  l112 2 0   0       112
  l113 2 0   0       113
  l114 2 0   0       114
  l115 2 0   0       115
  l116 2 0   0       116
  l117 2 0   0       117
  l118 2 0   0       118
  l119 2 0   0       119
  l120 2 0   0       120
    B0 2 0   box0    box1
    B1 2 0   box1    box2
    B2 2 0   box2    box3
    B3 2 0   box3    box0

PLANES 1
spoke 4 120
B0 B1 B2 B3 l1 l2 l3 l4 l5 l6 l7 l8 l9 l10 l11 l12 l13 l14 l15
l16 l17 l18 l19 l20 l21 l22 l23 l24 l25 l26 l27 l28 l29 l30 l31
l32 l33 l34 l35 l36 l37 l38 l39 l40 l41 l42 l43 l44 l45 l46 l47
l48 l49 l50 l51 l52 l53 l54 l55 l56 l57 l58 l59 l60 l61 l62 l63
l64 l65 l66 l67 l68 l69 l70 l71 l72 l73 l74 l75 l76 l77 l78 l79
l80 l81 l82 l83 l84 l85 l86 l87 l88 l89 l90 l91 l92 l93 l94 l95
l96 l97 l98 l99 l100 l101 l102 l103 l104 l105 l106 l107 l108
l109 l110 l111 l112 l113 l114 l115 l116 l117 l118 l119 l120
